model,C,solver,penalty,AUC,Brier,LogLoss,n_estimators,max_depth,learning_rate,subsample
Logistic Regression,0.01,liblinear,l1,0.6453819819851616,0.23273242714979733,0.6560884794897706,,,,
Logistic Regression,0.01,liblinear,l2,0.6444196618521739,0.23301096985200073,0.6566556529539359,,,,
Logistic Regression,0.01,lbfgs,l2,0.6444261569272893,0.23300761487343033,0.656649066545064,,,,
Logistic Regression,0.01,saga,l1,0.6453826878650232,0.2327365455046323,0.656096937636145,,,,
Logistic Regression,0.01,saga,l2,0.6444038677902706,0.23301247949426016,0.6566589070280183,,,,
Logistic Regression,0.5,liblinear,l1,0.6420912141878714,0.23338767449467848,0.6576905780088521,,,,
Logistic Regression,0.5,liblinear,l2,0.6421071896216837,0.23339149230101197,0.6576898887978203,,,,
Logistic Regression,0.5,lbfgs,l2,0.6422194294216216,0.23336681318104652,0.6576154277986093,,,,
Logistic Regression,0.5,saga,l1,0.6420862142055185,0.23339013058148073,0.6576955179685977,,,,
Logistic Regression,0.5,saga,l2,0.6421079690306976,0.23339138100413515,0.6576895313543007,,,,
Logistic Regression,1.0,liblinear,l1,0.6420349790922306,0.23340056768400025,0.6577298076987507,,,,
Logistic Regression,1.0,liblinear,l2,0.6420459741514637,0.23340214888073083,0.6577248568295987,,,,
Logistic Regression,1.0,lbfgs,l2,0.6421623168780972,0.233385209551834,0.6576588731409228,,,,
Logistic Regression,1.0,saga,l1,0.6420301359720691,0.23340306625912355,0.6577348867142642,,,,
Logistic Regression,1.0,saga,l2,0.6420461163078248,0.23340212810504343,0.6577248586887909,,,,
Logistic Regression,10.0,liblinear,l1,0.6419718567659958,0.23341539649741386,0.6577782251589251,,,,
Logistic Regression,10.0,liblinear,l2,0.6419784939974721,0.23341453541600268,0.6577725473215559,,,,
Logistic Regression,10.0,lbfgs,l2,0.6420168075877379,0.23341128218622886,0.657739102832585,,,,
Logistic Regression,10.0,saga,l1,0.6419752685186602,0.23341524290583193,0.6577777237697139,,,,
Logistic Regression,10.0,saga,l2,0.6419784792916416,0.23341470371763098,0.6577743359578223,,,,
XGBoost,,,,0.6597001520386792,0.22682350416068262,0.6434523706919284,100.0,5.0,0.05,0.6
XGBoost,,,,0.6586513150541822,0.2268392695345779,0.6434794224543782,100.0,5.0,0.05,0.7
XGBoost,,,,0.6593152734951131,0.22660342646834294,0.6429667952124823,100.0,5.0,0.05,0.8
XGBoost,,,,0.6590080588931255,0.22984673989434726,0.6513862799698917,100.0,7.0,0.01,0.5
XGBoost,,,,0.6585937515318573,0.2299542422587395,0.6515892626145546,100.0,7.0,0.01,0.6
XGBoost,,,,0.6588602726500181,0.22993594365101003,0.6515706911195279,100.0,7.0,0.01,0.7
XGBoost,,,,0.6582952501344113,0.23006601381032307,0.6518415461523879,100.0,7.0,0.01,0.8
XGBoost,,,,0.6586717022371295,0.22743121759532123,0.6450447079497811,100.0,7.0,0.02,0.5
XGBoost,,,,0.6588411207568288,0.22736259208690315,0.6448618189542994,100.0,7.0,0.02,0.6
XGBoost,,,,0.6588247433636508,0.2274857476333524,0.6451303026826362,100.0,7.0,0.02,0.7
XGBoost,,,,0.6582797158755126,0.2275311401124662,0.6452666514158736,100.0,7.0,0.02,0.8
XGBoost,,,,0.6578699550668252,0.2282032248007215,0.6467076666215822,100.0,7.0,0.05,0.5
XGBoost,,,,0.6577860435982774,0.22814994608937908,0.6464064181118448,100.0,7.0,0.05,0.6
XGBoost,,,,0.6575550640213427,0.2277334322947539,0.6454597151393467,100.0,7.0,0.05,0.7
XGBoost,,,,0.6565788787412123,0.2284802027612737,0.6471515290089621,100.0,7.0,0.05,0.8
XGBoost,,,,0.6565253446164308,0.23019428485234433,0.6520514904216257,100.0,10.0,0.01,0.5
XGBoost,,,,0.6559853636791086,0.23037904606235046,0.6523897382509186,100.0,10.0,0.01,0.6
XGBoost,,,,0.6551496999618434,0.23043577431805418,0.6525300516666702,100.0,10.0,0.01,0.7
XGBoost,,,,0.6552156139448919,0.23051266223622585,0.6526817429691675,100.0,10.0,0.01,0.8
XGBoost,,,,0.6550454552317266,0.2284515074065113,0.6471657994112745,100.0,10.0,0.02,0.5
XGBoost,,,,0.6549559408417773,0.2286922596884653,0.647621076509486,100.0,10.0,0.02,0.6
XGBoost,,,,0.6549357963050326,0.22852448362461403,0.6472440568426557,100.0,10.0,0.02,0.7
XGBoost,,,,0.654740801895209,0.22854630663091516,0.6473110854753644,100.0,10.0,0.02,0.8
XGBoost,,,,0.6518747507361738,0.2316308615832562,0.6544275658326213,100.0,10.0,0.05,0.5
XGBoost,,,,0.6528251003231753,0.2305184662282614,0.6518033178447267,100.0,10.0,0.05,0.6
XGBoost,,,,0.6514457841129189,0.23052488946772956,0.6518832328457361,100.0,10.0,0.05,0.7
XGBoost,,,,0.6518673463505423,0.23056411262331958,0.6517528296252038,100.0,10.0,0.05,0.8
XGBoost,,,,0.6623208805341472,0.2268707481733305,0.6440443070607812,250.0,2.0,0.01,0.5
XGBoost,,,,0.6621312880660422,0.22690604759709473,0.6441139349333702,250.0,2.0,0.01,0.6
XGBoost,,,,0.661730605656686,0.22696752068954554,0.6442360545980608,250.0,2.0,0.01,0.7
XGBoost,,,,0.6617493776492556,0.22695813140778293,0.644209613507542,250.0,2.0,0.01,0.8
XGBoost,,,,0.6621297782674493,0.22568382006019683,0.6411330899643246,250.0,2.0,0.02,0.5
XGBoost,,,,0.6619074677775647,0.2256793623762784,0.6411179444060257,250.0,2.0,0.02,0.6
XGBoost,,,,0.6620497025696772,0.22569628781079082,0.6411673744152664,250.0,2.0,0.02,0.7
XGBoost,,,,0.6619322225921556,0.22575058185680835,0.6412885148544344,250.0,2.0,0.02,0.8
XGBoost,,,,0.6604315416141668,0.2257589289331617,0.6411471463406067,250.0,2.0,0.05,0.5
XGBoost,,,,0.660155466608157,0.22592844348403518,0.6415289346426265,250.0,2.0,0.05,0.6
XGBoost,,,,0.6604590341641932,0.22582555568581786,0.6413244388850922,250.0,2.0,0.05,0.7
XGBoost,,,,0.6600947560381158,0.2259533982396045,0.6415735327718871,250.0,2.0,0.05,0.8
XGBoost,,,,0.6615664322165138,0.22646789641049092,0.6429728362826647,250.0,3.0,0.01,0.5
XGBoost,,,,0.661885644325177,0.22643342421598797,0.6428883837821519,250.0,3.0,0.01,0.6
XGBoost,,,,0.6615831576476788,0.22642169785821575,0.6428810000091586,250.0,3.0,0.01,0.7
XGBoost,,,,0.6615161211195725,0.22649448255755594,0.643029069097784,250.0,3.0,0.01,0.8
XGBoost,,,,0.660912699229689,0.2259276355593958,0.6415428010163295,250.0,3.0,0.02,0.5
XGBoost,,,,0.6609820249654021,0.22595167730426538,0.6415963965641839,250.0,3.0,0.02,0.6
XGBoost,,,,0.6606013375835144,0.22596391569746127,0.6416188187065899,250.0,3.0,0.02,0.7
XGBoost,,,,0.6608379740032291,0.2259975247146055,0.6416750098096029,250.0,3.0,0.02,0.8
XGBoost,,,,0.660179187112673,0.22624497323831833,0.6422214265685163,250.0,3.0,0.05,0.5
XGBoost,,,,0.6602410913059523,0.22641833887947804,0.6425810147286186,250.0,3.0,0.05,0.6
XGBoost,,,,0.6601067339370175,0.2264574900042177,0.6426898988006499,250.0,3.0,0.05,0.7
XGBoost,,,,0.6598592004969395,0.2265703735014095,0.6429611272005908,250.0,3.0,0.05,0.8
XGBoost,,,,0.6596299635609131,0.22660162124477284,0.6431557531419402,250.0,4.0,0.01,0.5
XGBoost,,,,0.6594018393660571,0.22658367775039448,0.6431150547153994,250.0,4.0,0.01,0.6
XGBoost,,,,0.6592315777120787,0.22661773537482574,0.643180018584447,250.0,4.0,0.01,0.7
XGBoost,,,,0.6595495153154362,0.22659348671973262,0.6431424120191446,250.0,4.0,0.01,0.8
XGBoost,,,,0.6598239138567746,0.22631143935774722,0.6423219690689748,250.0,4.0,0.02,0.5
XGBoost,,,,0.6599113130581108,0.22641938023172642,0.642550107168207,250.0,4.0,0.02,0.6
XGBoost,,,,0.659555949116258,0.22650726717188702,0.6427435516443644,250.0,4.0,0.02,0.7
XGBoost,,,,0.6595336330185502,0.22652387485754638,0.6427853929374882,250.0,4.0,0.02,0.8
XGBoost,,,,0.6594122339372135,0.22722621114348404,0.644469255756555,250.0,4.0,0.05,0.5
XGBoost,,,,0.6588956548780809,0.22730020085019811,0.6445912709395357,250.0,4.0,0.05,0.6
XGBoost,,,,0.6592969818930051,0.22721621907292888,0.6444027108185567,250.0,4.0,0.05,0.7
XGBoost,,,,0.6586548542573771,0.22715253154541154,0.6442315600469606,250.0,4.0,0.05,0.8
XGBoost,,,,0.659527532549885,0.22675433975417944,0.643421196232335,250.0,5.0,0.01,0.5
XGBoost,,,,0.6591109261771233,0.22692859139018784,0.643799130812208,250.0,5.0,0.01,0.6
XGBoost,,,,0.6589887403338577,0.22687591163518503,0.6436749344724055,250.0,5.0,0.01,0.7
XGBoost,,,,0.6588225938614334,0.22694771393728394,0.643844398855615,250.0,5.0,0.01,0.8
XGBoost,,,,0.6594975204009084,0.22675325446967637,0.6432731069214255,250.0,5.0,0.02,0.5
XGBoost,,,,0.6594798488946509,0.2267309115055493,0.6432146101467434,250.0,5.0,0.02,0.6
XGBoost,,,,0.6593416729117427,0.2268209608484905,0.643429316093193,250.0,5.0,0.02,0.7
XGBoost,,,,0.659070634652662,0.22682524849635838,0.6434352012688205,250.0,5.0,0.02,0.8
XGBoost,,,,0.658112672347431,0.2277875466728865,0.645756747358025,250.0,5.0,0.05,0.5
XGBoost,,,,0.6585324135130504,0.2277919411308585,0.6457145785320374,250.0,5.0,0.05,0.6
XGBoost,,,,0.6576617450173705,0.2281169128790788,0.6464483737834293,250.0,5.0,0.05,0.7
XGBoost,,,,0.6592685996402365,0.22754547020145496,0.6451984465476625,250.0,5.0,0.05,0.8
XGBoost,,,,0.6591540485739462,0.22724726154826339,0.6444128791795581,250.0,7.0,0.01,0.5
XGBoost,,,,0.6583534631642477,0.2273699095305939,0.6446606763641268,250.0,7.0,0.01,0.6
XGBoost,,,,0.658405632097769,0.22731110771627627,0.6445489738623695,250.0,7.0,0.01,0.7
XGBoost,,,,0.6583901321524748,0.2274171220731183,0.6447880602032731,250.0,7.0,0.01,0.8
XGBoost,,,,0.6580227192335399,0.22796196093797344,0.6459348037065453,250.0,7.0,0.02,0.5
XGBoost,,,,0.6580805376569259,0.2278697054831159,0.6457658555563827,250.0,7.0,0.02,0.6
XGBoost,,,,0.6583845586427342,0.22771420363104303,0.6453910793120915,250.0,7.0,0.02,0.7
XGBoost,,,,0.6584686367773604,0.22761035714336153,0.6452175525730194,250.0,7.0,0.02,0.8
XGBoost,,,,0.655233079569523,0.2307269064687373,0.6527497247199224,250.0,7.0,0.05,0.5
XGBoost,,,,0.6560043023377564,0.2305418578980479,0.6522286434510441,250.0,7.0,0.05,0.6
XGBoost,,,,0.6543806659113752,0.23060944702253447,0.6522298952899405,250.0,7.0,0.05,0.7
XGBoost,,,,0.65448065820552,0.2309066708482424,0.652933351307683,250.0,7.0,0.05,0.8
XGBoost,,,,0.6549507325268265,0.22870768467281768,0.6474508216025775,250.0,10.0,0.01,0.5
XGBoost,,,,0.6545922460469747,0.2286145965787875,0.6472412977253986,250.0,10.0,0.01,0.6
XGBoost,,,,0.6542030096756521,0.22883514841705485,0.6477417210472414,250.0,10.0,0.01,0.7
XGBoost,,,,0.6538170625084069,0.22890295182991252,0.647880018968254,250.0,10.0,0.01,0.8
XGBoost,,,,0.6521964040126917,0.2304393873482519,0.6515484805530333,250.0,10.0,0.02,0.5
XGBoost,,,,0.6530117785858796,0.2302396800150568,0.6510946870182682,250.0,10.0,0.02,0.6
XGBoost,,,,0.6529898595455937,0.23032422613789272,0.6512086321872825,250.0,10.0,0.02,0.7
XGBoost,,,,0.6533645126350535,0.2302321379557026,0.651107285094163,250.0,10.0,0.02,0.8
XGBoost,,,,0.6466982763590245,0.23753958326754004,0.6698560951865342,250.0,10.0,0.05,0.5
XGBoost,,,,0.6484289834859407,0.23502355804511285,0.6633179996929827,250.0,10.0,0.05,0.6
XGBoost,,,,0.644756435173366,0.2357867679635794,0.6649398703588292,250.0,10.0,0.05,0.7
XGBoost,,,,0.6478869363794402,0.23416768398254814,0.6607709631947353,250.0,10.0,0.05,0.8
XGBoost,,,,0.6621086680478383,0.22643660508174324,0.6429955519734059,300.0,2.0,0.01,0.5
XGBoost,,,,0.6620222100196509,0.22645157032736335,0.6430230482185907,300.0,2.0,0.01,0.6
XGBoost,,,,0.6619570484849269,0.22647574555509628,0.6430674233358579,300.0,2.0,0.01,0.7
XGBoost,,,,0.6620563888205885,0.22645027351418026,0.6429989189556723,300.0,2.0,0.01,0.8
XGBoost,,,,0.6614248126183083,0.22565467775262263,0.6410226597619807,300.0,2.0,0.02,0.5
XGBoost,,,,0.6612321711413567,0.22564651064256291,0.6410111648725989,300.0,2.0,0.02,0.6
XGBoost,,,,0.661747938928843,0.2255997977272434,0.6409207977994716,300.0,2.0,0.02,0.7
XGBoost,,,,0.6612896488796707,0.22568363815687664,0.6410941008410637,300.0,2.0,0.02,0.8
XGBoost,,,,0.6600658345715642,0.22590256851724078,0.6414683302552048,300.0,2.0,0.05,0.5
XGBoost,,,,0.6601502558422343,0.22598801863845763,0.6416544501964434,300.0,2.0,0.05,0.6
XGBoost,,,,0.6603079783247824,0.22593204026081062,0.6415616955493973,300.0,2.0,0.05,0.7
XGBoost,,,,0.6600322415528729,0.22603892833947384,0.6417569917357332,300.0,2.0,0.05,0.8
XGBoost,,,,0.6613949450766644,0.22624483503119328,0.6423575560998935,300.0,3.0,0.01,0.5
XGBoost,,,,0.6610971765197692,0.22621180879013236,0.6422885827894893,300.0,3.0,0.01,0.6
XGBoost,,,,0.6614878785721933,0.22615761897141026,0.642175996368526,300.0,3.0,0.01,0.7
XGBoost,,,,0.6615275916673236,0.226243018460336,0.6423431773727802,300.0,3.0,0.01,0.8
XGBoost,,,,0.6606718054720591,0.22600407873330516,0.6416883402738028,300.0,3.0,0.02,0.5
XGBoost,,,,0.6607679276818238,0.22602838840846234,0.6417481274507373,300.0,3.0,0.02,0.6
XGBoost,,,,0.6605205609078243,0.2259975473958834,0.6416732639331278,300.0,3.0,0.02,0.7
XGBoost,,,,0.6605189089528704,0.22607262645723164,0.641823501039494,300.0,3.0,0.02,0.8
XGBoost,,,,0.660043768472974,0.22650868061471457,0.6427982325954099,300.0,3.0,0.05,0.5
XGBoost,,,,0.6600285699972038,0.22663273647430726,0.6430706523687919,300.0,3.0,0.05,0.6
XGBoost,,,,0.6599860358335989,0.22668505745745335,0.6432147194073741,300.0,3.0,0.05,0.7
XGBoost,,,,0.6594125844261727,0.22687751303304352,0.6436494577240403,300.0,3.0,0.05,0.8
XGBoost,,,,0.6596112038232022,0.22647541786861192,0.6427616662314051,300.0,4.0,0.01,0.5
XGBoost,,,,0.6596670001949012,0.226419777205177,0.6426418958516661,300.0,4.0,0.01,0.6
XGBoost,,,,0.6595037360652453,0.2264574513955383,0.6427206428149225,300.0,4.0,0.01,0.7
XGBoost,,,,0.6595484368878699,0.22645014090602644,0.6427101253407356,300.0,4.0,0.01,0.8
XGBoost,,,,0.6599338031748123,0.22637714188884248,0.6424639357118268,300.0,4.0,0.02,0.5
XGBoost,,,,0.6598502103325911,0.22650435690647638,0.6427401985886806,300.0,4.0,0.02,0.6
XGBoost,,,,0.6594925326734141,0.22655246002151352,0.642851163931097,300.0,4.0,0.02,0.7
XGBoost,,,,0.659483500842546,0.226580640052371,0.6429182773344617,300.0,4.0,0.02,0.8
XGBoost,,,,0.6594000918232054,0.22768506018758325,0.6455113239082838,300.0,4.0,0.05,0.5
XGBoost,,,,0.6588204124965833,0.22779384005556344,0.6457385244319135,300.0,4.0,0.05,0.6
XGBoost,,,,0.6593665355690902,0.22749053589405288,0.6450473754724835,300.0,4.0,0.05,0.7
XGBoost,,,,0.6584784038997509,0.22745688663495356,0.6449300755246469,300.0,4.0,0.05,0.8
XGBoost,,,,0.6596152307697737,0.22665821673714104,0.6431101197914721,300.0,5.0,0.01,0.5
XGBoost,,,,0.6594177559765475,0.22675060992087673,0.6433085246941352,300.0,5.0,0.01,0.6
XGBoost,,,,0.6591746195797741,0.22672992845007847,0.6432599053879132,300.0,5.0,0.01,0.7
XGBoost,,,,0.6589171376453965,0.22684517807326682,0.6435112264518102,300.0,5.0,0.01,0.8
XGBoost,,,,0.6594360794412883,0.22691288546469368,0.6436426501631897,300.0,5.0,0.02,0.5
XGBoost,,,,0.6591929969658931,0.2269352181383785,0.6436785445033733,300.0,5.0,0.02,0.6
XGBoost,,,,0.6590923453603498,0.22693088737453854,0.6436923415246265,300.0,5.0,0.02,0.7
XGBoost,,,,0.6590313431246713,0.22692499495263352,0.6436671243903228,300.0,5.0,0.02,0.8
XGBoost,,,,0.6576818405346805,0.22838927300871284,0.6471505736042097,300.0,5.0,0.05,0.5
XGBoost,,,,0.6586716434138076,0.22802292930567683,0.6463117284168121,300.0,5.0,0.05,0.6
XGBoost,,,,0.657799273943739,0.22849027194956317,0.6473592530664591,300.0,5.0,0.05,0.7
XGBoost,,,,0.6589277895685859,0.22798874722484747,0.6462376338938085,300.0,5.0,0.05,0.8
XGBoost,,,,0.6591049114924692,0.2272056968190067,0.6442530866100702,300.0,7.0,0.01,0.5
XGBoost,,,,0.6584165413729912,0.22736823772417084,0.6445739042854556,300.0,7.0,0.01,0.6
XGBoost,,,,0.658335811265764,0.22732406517092274,0.6444978200709267,300.0,7.0,0.01,0.7
XGBoost,,,,0.6583984924170856,0.22737549367805238,0.6446167075023576,300.0,7.0,0.01,0.8
XGBoost,,,,0.6581806181860534,0.2281905220565088,0.6465131355618671,300.0,7.0,0.02,0.5
XGBoost,,,,0.6577381025910104,0.22827807201168618,0.6467129786638652,300.0,7.0,0.02,0.6
XGBoost,,,,0.6581446697835184,0.22800297624009278,0.646093646453886,300.0,7.0,0.02,0.7
XGBoost,,,,0.6580480108109422,0.22781296589890673,0.6457020953158965,300.0,7.0,0.02,0.8
XGBoost,,,,0.654569814753595,0.23168413751198746,0.6550653551672857,300.0,7.0,0.05,0.5
XGBoost,,,,0.6553157900619174,0.23169717100907433,0.6550282570235826,300.0,7.0,0.05,0.6
XGBoost,,,,0.6535087523220506,0.23144682083034276,0.6542019039269258,300.0,7.0,0.05,0.7
XGBoost,,,,0.6536280117050568,0.23160467613680807,0.6546328327967669,300.0,7.0,0.05,0.8
XGBoost,,,,0.6546471257552424,0.22894806590903702,0.6479353831257506,300.0,10.0,0.01,0.5
XGBoost,,,,0.6547117995465899,0.2287812592959158,0.6475775641787194,300.0,10.0,0.01,0.6
XGBoost,,,,0.6537137025790889,0.22915627971465677,0.6484049056555354,300.0,10.0,0.01,0.7
XGBoost,,,,0.6537402539559665,0.22909930206197113,0.6482867083764943,300.0,10.0,0.01,0.8
XGBoost,,,,0.6516286927810843,0.23124000530302702,0.653472194417817,300.0,10.0,0.02,0.5
XGBoost,,,,0.6523162908444637,0.23088175122671536,0.6526477756042007,300.0,10.0,0.02,0.6
XGBoost,,,,0.6521712570426221,0.23100720539763975,0.6528971395019713,300.0,10.0,0.02,0.7
XGBoost,,,,0.6527672696449307,0.2306648831764265,0.6521728555312238,300.0,10.0,0.02,0.8
XGBoost,,,,0.6457901349563864,0.23863753521627215,0.67312678703139,300.0,10.0,0.05,0.5
XGBoost,,,,0.6471587036555557,0.2368849053142084,0.6683334447286837,300.0,10.0,0.05,0.6
XGBoost,,,,0.6439515581121479,0.23755320967993374,0.6696798129611364,300.0,10.0,0.05,0.7
XGBoost,,,,0.6460754182632296,0.23534659219954013,0.663900705177191,300.0,10.0,0.05,0.8
XGBoost,,,,0.6619173108800793,0.22575233551848026,0.6412940110131292,500.0,2.0,0.01,0.5
XGBoost,,,,0.6620940136877949,0.2257674454498234,0.6413224237823465,500.0,2.0,0.01,0.6
XGBoost,,,,0.6618958011520744,0.22578594243653816,0.6413667761270011,500.0,2.0,0.01,0.7
XGBoost,,,,0.6620212149251238,0.2257669683289553,0.6413287069519409,500.0,2.0,0.01,0.8
XGBoost,,,,0.6605229481543007,0.22584078959584075,0.6413455218658148,500.0,2.0,0.02,0.5
XGBoost,,,,0.6605921930079462,0.225781577123725,0.6412280768497302,500.0,2.0,0.02,0.6
XGBoost,,,,0.6610704780845872,0.2257262710829689,0.6411161697219485,500.0,2.0,0.02,0.7
XGBoost,,,,0.6608967360507354,0.22577448338741218,0.6412105690564966,500.0,2.0,0.02,0.8
XGBoost,,,,0.6594123613877441,0.2263608582587376,0.6424765358978463,500.0,2.0,0.05,0.5
XGBoost,,,,0.660078959525241,0.22639043335819597,0.642521211640386,500.0,2.0,0.05,0.6
XGBoost,,,,0.6596067504075476,0.22641981471291145,0.6426263582923984,500.0,2.0,0.05,0.7
XGBoost,,,,0.659950437920023,0.22644144365624863,0.642664323263842,500.0,2.0,0.05,0.8
XGBoost,,,,0.6607504939198254,0.2260297840732658,0.6417452520084099,500.0,3.0,0.01,0.5
XGBoost,,,,0.6608721135886187,0.225985468300622,0.6416596087089658,500.0,3.0,0.01,0.6
XGBoost,,,,0.660859378339449,0.2259627278223958,0.6416090587467973,500.0,3.0,0.01,0.7
XGBoost,,,,0.6605539088293414,0.22609819989525456,0.6418927330541686,500.0,3.0,0.01,0.8
XGBoost,,,,0.660124091718892,0.22633433753469331,0.642400723788248,500.0,3.0,0.02,0.5
XGBoost,,,,0.6603557183523666,0.2263110592936302,0.6423493570771879,500.0,3.0,0.02,0.6
XGBoost,,,,0.660060599295924,0.2263085135893033,0.6423363660520639,500.0,3.0,0.02,0.7
XGBoost,,,,0.6599937833552744,0.22636639388202756,0.6424545566003271,500.0,3.0,0.02,0.8
XGBoost,,,,0.6595892431163968,0.22760555963194673,0.6452770112868459,500.0,3.0,0.05,0.5
XGBoost,,,,0.659889906270919,0.22759171167919862,0.6452697518289576,500.0,3.0,0.05,0.6
XGBoost,,,,0.6593229940560994,0.22739139271271885,0.6448091171403295,500.0,3.0,0.05,0.7
XGBoost,,,,0.6589780835087249,0.22759509185598586,0.6452886201769898,500.0,3.0,0.05,0.8
XGBoost,,,,0.6597126176809572,0.22647296816339924,0.6426784830480169,500.0,4.0,0.01,0.5
XGBoost,,,,0.6599291904459945,0.22638159757996199,0.6424883888963263,500.0,4.0,0.01,0.6
XGBoost,,,,0.6599361364999103,0.2263885500780291,0.6425058655936644,500.0,4.0,0.01,0.7
XGBoost,,,,0.659856624525639,0.22645400024157464,0.6426351273902291,500.0,4.0,0.01,0.8
XGBoost,,,,0.6591840533700077,0.22698706178176278,0.6438284696347255,500.0,4.0,0.02,0.5
XGBoost,,,,0.6591417397938595,0.22696990590343247,0.643788411315011,500.0,4.0,0.02,0.6
XGBoost,,,,0.6588564809967337,0.22703957387619528,0.6439501213633914,500.0,4.0,0.02,0.7
XGBoost,,,,0.658814571830923,0.22703009533788726,0.6439439923598127,500.0,4.0,0.02,0.8
XGBoost,,,,0.6588446084896171,0.22844475516368684,0.6472272837838766,500.0,4.0,0.05,0.5
XGBoost,,,,0.6582940246485405,0.22903944143126817,0.6486787437193072,500.0,4.0,0.05,0.6
XGBoost,,,,0.6587040795738368,0.22848720844602455,0.6473426845909714,500.0,4.0,0.05,0.7
XGBoost,,,,0.6572832757649091,0.22884806745428385,0.6481504677439448,500.0,4.0,0.05,0.8
XGBoost,,,,0.6597520660711393,0.22672884148436298,0.6432256967416091,500.0,5.0,0.01,0.5
XGBoost,,,,0.6593677855646783,0.2268052096938775,0.6433774983158815,500.0,5.0,0.01,0.6
XGBoost,,,,0.6593506532722041,0.22676931878178222,0.6433292505980155,500.0,5.0,0.01,0.7
XGBoost,,,,0.6588421746746775,0.226945716428199,0.6436838576308094,500.0,5.0,0.01,0.8
XGBoost,,,,0.6587084692642261,0.2276370836962823,0.6452985015094201,500.0,5.0,0.02,0.5
XGBoost,,,,0.6583171079004035,0.22767456321095092,0.645334625377922,500.0,5.0,0.02,0.6
XGBoost,,,,0.6585879304739708,0.22777542783600427,0.645616450486081,500.0,5.0,0.02,0.7
XGBoost,,,,0.6581682236219558,0.2276528963714865,0.645310017542943,500.0,5.0,0.02,0.8
XGBoost,,,,0.6560209885533738,0.22972452819981934,0.6502963093230728,500.0,5.0,0.05,0.5
XGBoost,,,,0.6572632782864688,0.22975446666410007,0.6503607043563929,500.0,5.0,0.05,0.6
XGBoost,,,,0.6573305280491166,0.22962715287640376,0.6500634640579157,500.0,5.0,0.05,0.7
XGBoost,,,,0.657004489984153,0.229796029576003,0.6505015703920914,500.0,5.0,0.05,0.8
XGBoost,,,,0.6583611812742622,0.22759114181658274,0.6451377740462758,500.0,7.0,0.01,0.5
XGBoost,,,,0.6575707306327154,0.22784453023280898,0.6456810325166281,500.0,7.0,0.01,0.6
XGBoost,,,,0.6578892221556865,0.2278936282889253,0.6458403934583675,500.0,7.0,0.01,0.7
XGBoost,,,,0.6577063772127862,0.22785050951842442,0.6457132914391791,500.0,7.0,0.01,0.8
XGBoost,,,,0.656670096556522,0.2294177484216305,0.6493590113528648,500.0,7.0,0.02,0.5
XGBoost,,,,0.6567468658934145,0.22945847302390676,0.6495099472424036,500.0,7.0,0.02,0.6
XGBoost,,,,0.6570383281000185,0.2291254669934922,0.6486550646871468,500.0,7.0,0.02,0.7
XGBoost,,,,0.656255816155943,0.22901961269919924,0.648444055076085,500.0,7.0,0.02,0.8
XGBoost,,,,0.6520147747517754,0.23418456755290415,0.6613534991878289,500.0,7.0,0.05,0.5
XGBoost,,,,0.6535722153333576,0.23400150479680462,0.6610555921763682,500.0,7.0,0.05,0.6
XGBoost,,,,0.6504743218553346,0.23426601064442318,0.661116106216069,500.0,7.0,0.05,0.7
XGBoost,,,,0.6507799800902663,0.23388652166830776,0.6603971389092999,500.0,7.0,0.05,0.8
XGBoost,,,,0.6534171791158385,0.2301612841270891,0.6508312909870201,500.0,10.0,0.01,0.5
XGBoost,,,,0.6533682601708465,0.2301624996203121,0.6508903704939375,500.0,10.0,0.01,0.6
XGBoost,,,,0.6525259788298786,0.23042421567577956,0.6514549827215788,500.0,10.0,0.01,0.7
XGBoost,,,,0.6528369826341789,0.23034190179998185,0.6513157541973961,500.0,10.0,0.01,0.8
XGBoost,,,,0.6479776394906842,0.23402323765933294,0.660189418241729,500.0,10.0,0.02,0.5
XGBoost,,,,0.649512626720141,0.23342434431841322,0.6588674347629764,500.0,10.0,0.02,0.6
XGBoost,,,,0.6501941880401207,0.23341281867245572,0.6586781223417095,500.0,10.0,0.02,0.7
XGBoost,,,,0.6494490558660773,0.23323023853437744,0.6584233668841999,500.0,10.0,0.02,0.8
XGBoost,,,,0.6418337224496071,0.2439141021650731,0.6893803358889766,500.0,10.0,0.05,0.5
XGBoost,,,,0.6404183499940589,0.24144624680692425,0.6814307758337905,500.0,10.0,0.05,0.6
XGBoost,,,,0.6391036879673758,0.24213055776999395,0.6825146314246677,500.0,10.0,0.05,0.7
XGBoost,,,,0.6390769895321938,0.24066072756905063,0.6784376884394535,500.0,10.0,0.05,0.8
